post_id,tweet_time,t0_bar,ticker,decision,ret_post_10m,car_raw_post_10m,car_trade_post_10m,ret_post_30m,car_raw_post_30m,car_trade_post_30m,ret_post_45m,car_raw_post_45m,car_trade_post_45m,ret_post_60m,car_raw_post_60m,car_trade_post_60m,ret_post_2h,car_raw_post_2h,car_trade_post_2h,ret_post_4h,car_raw_post_4h,car_trade_post_4h,ret_post_6h,car_raw_post_6h,car_trade_post_6h,ret_post_12h,car_raw_post_12h,car_trade_post_12h,ret_post_1d,car_raw_post_1d,car_trade_post_1d,ret_post_2d,car_raw_post_2d,car_trade_post_2d,ret_pre_10m,car_raw_pre_10m,car_trade_pre_10m,ret_pre_30m,car_raw_pre_30m,car_trade_pre_30m,ret_pre_45m,car_raw_pre_45m,car_trade_pre_45m,ret_pre_60m,car_raw_pre_60m,car_trade_pre_60m,ret_pre_2h,car_raw_pre_2h,car_trade_pre_2h,ret_pre_4h,car_raw_pre_4h,car_trade_pre_4h,ret_pre_6h,car_raw_pre_6h,car_trade_pre_6h,ret_pre_12h,car_raw_pre_12h,car_trade_pre_12h,ret_pre_1d,car_raw_pre_1d,car_trade_pre_1d,ret_pre_2d,car_raw_pre_2d,car_trade_pre_2d,content,,,,
1.15E+17,2025-07-10 14:28:38-04:00,2025-07-10 14:29:00-04:00,XLK,1,0.000330091,0.000729052,0.000729052,-1.94E-05,0.000544449,0.000544449,-0.000563096,-0.000265205,-0.000265205,-0.000932021,-0.000285703,-0.000285703,,,,,,,,,,-0.006970738,-0.001305483,-0.001305483,-0.003495078,0.000298781,0.000298781,-0.009359042,-0.003531542,-0.003531542,-0.000582174,-0.000321587,-0.000321587,-0.000446394,-0.000377245,-0.000377245,-0.000329982,-0.000771694,-0.000771694,0.000291341,-0.000491235,-0.000491235,0.001399988,-0.000273126,-0.000273126,0.005201573,0.000493037,0.000493037,,,,-0.001241152,-0.005463965,-0.005463965,0.000563413,-0.005500112,-0.005500112,0.005113293,-0.004435067,-0.004435067,"Tech Stocks, Industrial Stocks, &amp; NASDAQ, HIT ALL-TIME, RECORD HIGHS! CRYPTO, â€œThrough the Roof.â€  NVIDIA IS UP 47% SINCE TRUMP TARIFFS. USA is taking in Hundreds of Billions of Dollars in Tariffs. COUNTRY IS NOW â€œBACK.â€  A GREAT CREDIT! FED SHOULD RAPIDLY LOWER RATE TO REFLECT THIS STRENGTH. USA SHOULD BE AT THE â€œTOP OF THE LIST.â€  NO INFLATION!!!",,,,
1.15E+17,2025-07-10 00:29:17-04:00,2025-07-10 09:30:00-04:00,XLB,1,,,,,,,,,,,,,,,,,,,,,,0.005138104,0.002983305,0.002983305,-0.006742062,-0.004961082,-0.004961082,-0.008862549,-0.006918691,-0.006918691,,,,,,,,,,,,,,,,,,,,,,0.008775779,0.004940161,0.004940161,0.007946512,0.001860507,0.001860507,0.016132597,0.010715074,0.010715074,"I am announcing a 50% TARIFF on Copper, effective August 1, 2025, after receiving a robust NATIONAL SECURITY ASSESSMENT. Copper is necessary for Semiconductors, Aircraft, Ships, Ammunition, Data Centers, Lithium-ion Batteries, Radar Systems, Missile Defense Systems, and even, Hypersonic Weapons, of which we are building many. Copper is the second most used material by the Department of Defense! Why did our foolish (and SLEEPY!) â€œLeadersâ€  decimate this important Industry? This 50% TARIFF will reverse the Biden Administrationâ€™s thoughtless behavior, and stupidity. America will, once again, build a DOMINANT Copper Industry. THIS IS, AFTER ALL, OUR GOLDEN AGE!",,,,
1.15E+17,2025-07-09 19:59:25-04:00,2025-07-10 09:30:00-04:00,XLB,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.006742062,-0.004961082,-0.004961082,-0.008862549,-0.006918691,-0.006918691,,,,,,,,,,,,,,,,,,,,,,0.007946512,0.001860507,0.001860507,0.007946512,0.001860507,0.001860507,0.016132597,0.010715074,0.010715074,"""High Hopes for Local Aluminum Plant""""Since its expansion, Rosemount business is adding needed domestic aluminum supply in face of tariffs.""",,,,
1.15E+17,2025-07-09 14:30:38-04:00,2025-07-09 14:31:00-04:00,XLI,1,8.35E-05,0.000155691,0.000155691,8.35E-05,-0.000494363,-0.000494363,-0.000684394,-0.001160566,-0.001160566,0.000484084,-0.000362592,-0.000362592,,,,,,,,,,0.001852872,-1.44E-05,-1.44E-05,0.009748443,0.003972859,0.003972859,0.002654114,0.00055147,0.00055147,-0.000300375,-0.000519783,-0.000519783,-0.000450496,-0.000992501,-0.000992501,0.000116861,-0.000951652,-0.000951652,5.01E-05,-0.001005029,-0.001005029,0.001521332,-0.000137314,-0.000137314,0.003332887,0.003233897,0.003233897,,,,0.005623447,0.001412539,0.001412539,0.005083551,0.000992677,0.000992677,0.011652059,0.003716707,0.003716707,"â€œMarco Rubio: Trump defense deal with NATO is a big, beautiful win for Americaâ€  https://www.usatoday.com/story/opinion/2025/07/09/trump-nato-defense-spending-rubio/84503719007/",,,,
1.15E+17,2025-07-09 14:00:35-04:00,2025-07-09 14:01:00-04:00,XLRE,1,-0.000361795,-0.001124583,-0.001124583,0.000241196,-0.000256624,-0.000256624,0.000241196,-0.000248594,-0.000248594,0.000723589,-0.000352345,-0.000352345,,,,,,,,,,-0.003859141,-0.006225125,-0.006225125,0.009165461,0.003087239,0.003087239,0.001929571,-0.001041291,-0.001041291,0.000241255,0.000185046,0.000185046,0.00169123,0.001134218,0.001134218,0.001570238,0.000704996,0.000704996,0.003145415,0.001834915,0.001834915,0.001449275,0.000508957,0.000508957,0.004969095,0.007734232,0.007734232,,,,0.0008449,-0.00286634,-0.00286634,0.001207438,-0.001478887,-0.001478887,0.000965717,-0.003065143,-0.003065143,"Our Fed Rate is AT LEAST 3 Points too high. â€œToo Lateâ€  is costing the U.S. 360 Billion Dollars a Point, PER YEAR, in refinancing costs. No Inflation, COMPANIES POURING INTO AMERICA. â€œThe hottest Country in the World!â€  LOWER THE RATE!!!",,,,
1.15E+17,2025-07-08 23:20:52-04:00,2025-07-09 09:30:00-04:00,XLI,0,,,,,,,,,,,,,,,,,,,,,,-0.004875768,-0.002957122,0,0.002170719,-2.14E-06,0,0.002304301,0.001916291,0,,,,,,,,,,,,,,,,,,,,,,0.006453348,0.002374709,0,0.005608355,0.002370728,0,0.002544529,0.006056361,0,"We will be releasing a minimum of 7 Countries having to do with trade, tomorrow morning, with an additional number of Countries being released in the afternoon. Thank you for your attention to this matter!",,,,
1.15E+17,2025-07-08 19:12:26-04:00,2025-07-09 09:30:00-04:00,XLE,-1,,,,,,,,,,,,,,,,,,,,,,,,,-0.009800034,-0.011972894,0.011972894,0.003342208,0.002954197,-0.002954197,,,,,,,,,,,,,,,,,,,,,,0.024074719,0.020837091,-0.020837091,0.024074719,0.020837091,-0.020837091,0.014073989,0.01758582,-0.01758582,"Secretary Wright: â€œThe whole Administrationâ€”led by President Trump, is all-in on keeping gasoline prices down, diesel prices down...â€",,,,
1.15E+17,2025-07-08 19:08:32-04:00,2025-07-09 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,0.002170719,-2.14E-06,-2.14E-06,0.002304301,0.001916291,0.001916291,,,,,,,,,,,,,,,,,,,,,,0.005608355,0.002370728,0.002370728,0.005608355,0.002370728,0.002370728,0.002544529,0.006056361,0.006056361,"A new Study by the Council of Economic Advisers (CEA), led by Highly Respected Chair, Dr. Stephen Miran, has found that Tariffs have had ZERO IMPACT on Inflation. In fact, the Study shows that Import Prices are actually DROPPING, just like I always said they would. The Fake News and the so-called â€œExpertsâ€  were wrong again. Tariffs are making our Country â€œBOOM.â€  Many new Factories, Jobs, and TRILLIONS OF DOLLARS in Investments are pouring into the U.S.A. Someone should show this new Study to â€œToo Lateâ€  Jerome Powell, who has been whining like a baby about non-existent Inflation for months, and refusing to do the right thing. CUT INTEREST RATES JEROME â€” NOW IS THE TIME!",,,,
1.15E+17,2025-07-07 02:12:59-04:00,2025-07-07 09:30:00-04:00,XLI,0,,,,,,,,,,,,,,,,,,,,,,-0.005728917,-0.000171844,0,-0.003452969,0.000465507,0,0.002220164,0.003353476,0,,,,,,,,,,,,,,,,,,,,,,0.000323646,0.002704865,0,0.000323646,0.002704865,0,0.000323646,0.002704865,0,"I am pleased to announce that the UNITED STATES TARIFF Letters, and/or Deals, with various Countries from around the World, will be delivered starting 12:00 P.M. (Eastern), Monday, July 7th. Thank you for your attention to this matter! DONALD J. TRUMP, President of The United States of America.",,,,
1.15E+17,2025-07-03 13:45:31-04:00,2025-07-03 13:54:00-04:00,XLY,1,,,,,,,,,,,,,,,,,,,,,,-0.010844027,-0.008462808,-0.008462808,-0.010844027,-0.008462808,-0.008462808,-0.010844027,-0.008462808,-0.008462808,0,-6.40E-05,-6.40E-05,0,0.000415807,0.000415807,0,0.000511713,0.000511713,-0.001466309,7.92E-05,7.92E-05,-0.001150852,0.000449174,0.000449174,0.00165192,-0.000638163,-0.000638163,,,,0.005748563,-0.001746843,-0.001746843,0.007197955,-0.002013687,-0.002013687,0.013091641,0.002092499,0.002092499,"â€œThis jobs market is like the Energizer Bunny. Every single time we expect it to run out of steam, it just keeps going and goingâ€¦â€",,,,
1.15E+17,2025-07-03 01:12:59-04:00,2025-07-03 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,0.004574196,0.000680647,0.000680647,0.004899323,0.003748652,0.003748652,0.004899323,0.003748652,0.003748652,,,,,,,,,,,,,,,,,,,,,,0.00646559,0.00103344,0.00103344,0.004357666,-0.004200484,-0.004200484,0.007693611,-0.000233435,-0.000233435,"It looks like the House is ready to vote tonight. We had GREAT conversations all day, and the Republican House Majority is UNITED, for the Good of our Country, delivering the Biggest Tax Cuts in History and MASSIVE Growth. Letâ€™s go Republicans, and everyone else - MAKE AMERICA GREAT AGAIN!",,,,
1.15E+17,2025-07-02 22:10:58-04:00,2025-07-03 09:30:00-04:00,XLF,-1,,,,,,,,,,,,,,,,,,,,,,0.006540904,0.003225366,-0.003225366,0.00729927,0.006148599,-0.006148599,0.00729927,0.006148599,-0.006148599,,,,,,,,,,,,,,,,,,,,,,0.006728062,-0.001220733,0.001220733,0.001423961,-0.00713419,0.00713419,0.007449145,-0.000477901,0.000477901,"â€œToo Lateâ€  should resign immediately!!!â€œFed Chair Should Be Investigated by Congress, FHFA Head Saysâ€  https://www.bloomberg.com/news/articles/2025-07-02/fed-s-powell-should-be-investigated-by-congress-fhfa-head-says",,,,
1.15E+17,2025-07-02 15:21:05-04:00,2025-07-02 15:22:00-04:00,XLY,1,-0.000590748,-0.000356869,-0.000356869,-0.000954285,-0.001002674,-0.001002674,,,,,,,,,,,,,,,,0.004498773,-9.01E-05,-9.01E-05,-0.005180405,-0.010925214,-0.010925214,-0.005180405,-0.010925214,-0.010925214,-0.000545009,-0.000561138,-0.000561138,-0.001134765,-0.001527405,-0.001527405,-0.001225435,-0.00154275,-0.00154275,0.000318196,-0.000424314,-0.000424314,0.001684191,0.000510735,0.000510735,0.000136345,-0.001562829,-0.001562829,,,,0.007862235,0.003911074,0.003911074,0.00635661,0.003014727,0.003014727,0.012421789,0.008572225,0.008572225,"Congressman Jason Smith: â€œWe are gonna get the One, Big, Beautiful Bill passed and to your desk! This will be for the people who don't have lobbyists in this town. The farmers, the welders, the waitresses, the nurses pulling double shifts, the truck drivers hauling goods across this country - the folks who work hard, play by the rules, and ask for nothing more than a fair shot and a government that works for them, not against them. The One Big Beautiful Bill is their bill! It's about restoring sanity in a town that's lost it. It cuts the waste. It reins in the reckless spending. It demands that if you're able to work, you should. It delivers the largest tax cut in history, And it stops asking working families to foot the bill for Washington's bad decisions. Thanks for your vision, leadership and determination! You are my favorite President! Letâ€™s get this done.â€",,,,
1.15E+17,2025-07-02 14:44:08-04:00,2025-07-02 14:45:00-04:00,XLY,1,-0.000725821,-0.000693555,-0.000693555,-0.000544366,-0.000834762,-0.000834762,-0.002154781,-0.002052605,-0.002052605,-0.003039376,-0.00302862,-0.00302862,,,,,,,,,,0.002767193,-0.002043162,-0.002043162,-0.0068953,-0.012861862,-0.012861862,-0.0068953,-0.012861862,-0.012861862,0.000862656,0.00075778,0.00075778,0.002136655,0.001641661,0.001641661,0.002980185,0.002323675,0.002323675,0.003193192,0.002412816,0.002412816,0.003185583,0.002534457,0.002534457,0.004488392,0.00231647,0.00231647,,,,0.009602614,0.005872761,0.005872761,0.007449385,0.004981667,0.004981667,0.016180335,0.009471305,0.009471305,"It is my Great Honor to announce that I have just made a Trade Deal with the Socialist Republic of Vietnam after speaking with To Lam, the Highly Respected General Secretary of the Communist Party of Vietnam. It will be a Great Deal of Cooperation between our two Countries. The Terms are that Vietnam will pay the United States a 20% Tariff on any and all goods sent into our Territory, and a 40% Tariff on any Transshipping. In return, Vietnam will do something that they have never done before, give the United States of America TOTAL ACCESS to their Markets for Trade. In other words, they will â€œOPEN THEIR MARKET TO THE UNITED STATES,â€  meaning that, we will be able to sell our product into Vietnam at ZERO Tariff. It is my opinion that the SUV or, as it is sometimes referred to, Large Engine Vehicle, which does so well in the United States, will be a wonderful addition to the various product lines within Vietnam. Dealing with General Secretary To Lam, which I did personally, was an absolute pleasure. Thank you for your attention to this matter!",,,,
1.15E+17,2025-07-02 12:58:51-04:00,2025-07-02 12:59:00-04:00,XLE,,0.000928667,0.001313345,,0.001625167,0.00178926,,0.002611875,0.002942753,,0.004237042,0.004444177,,0.006906959,0.00646848,,,,,,,,0.006500667,0.001238911,,0.01038946,0.000863959,,0.001509084,-0.004909398,,0.000493598,0.00041558,,0.000609809,7.69E-05,,0.000696986,-7.03E-05,,0.000784177,0.000178547,,0.007396579,0.006100984,,,,,,,,0.008015446,0.004736306,,0.011388318,0.007589025,,0.01132895,0.006666965,,"EPA Administrator, Lee Zeldin: â€œDon't you love the fact we have this President who wants to unleash American energy dominance? He wants America to be the AI capital of the world, he wants to advance permitting reform, he wants to advance cooperative federalism and he's consistent in pushing it throughâ€¦â€",,,,
1.15E+17,2025-07-02 12:55:12-04:00,2025-07-02 12:56:00-04:00,XLE,-1,0.001364375,0.001471992,-0.001471992,0.001480492,0.001308306,-0.001308306,0.002815838,0.003067392,-0.003067392,0.004354389,0.004209107,-0.004209107,0.007044434,0.006513077,-0.006513077,,,,,,,0.006792847,0.001398567,-0.001398567,0.01219229,0.002442229,-0.002442229,0.001799814,-0.004751344,0.004751344,0.000784405,0.000805928,-0.000805928,0.000203246,-0.000157399,0.000157399,0.000813481,9.73E-05,-9.73E-05,0.000958884,0.000549774,-0.000549774,0.007339825,0.006181607,-0.006181607,,,,,,,0.007722911,0.004576017,-0.004576017,0.009494784,0.006802522,-0.006802522,0.010916774,0.006924467,-0.006924467,â€œGAS PRICES FALLâ€ â€œGAS PRICES FALL BELOW $2.70 ON FIRST COASTâ€ â€œHOLIDAY GAS PRICES LOWEST SINCE 2021â€ â€œGAS PRICES HIT 4-YEAR-LOW AHEAD OF JULY 4 HOLIDAY WEEKENDâ€,,,,
1.15E+17,2025-07-02 11:38:31-04:00,2025-07-02 11:39:00-04:00,XLI,1,-0.000169205,-0.000443792,-0.000443792,-0.000879865,-0.000917553,-0.000917553,-0.001489002,-0.001725901,-0.001725901,-0.000186125,-0.000732609,-0.000732609,0.000439932,-9.31E-05,-9.31E-05,0.001235195,0.000209529,0.000209529,,,,0.006159052,0.000158503,0.000158503,0.010659898,-7.59E-05,-7.59E-05,0.01108855,0.003930426,0.003930426,0.000440126,-5.28E-05,-5.28E-05,0.001321541,0.000998392,0.000998392,-0.001132388,-0.001241427,-0.001241427,-0.001689189,-0.002093158,-0.002093158,0.002068568,-0.001161507,-0.001161507,,,,,,,-0.001790359,-0.004332705,-0.004332705,0,-0.003745136,-0.003745136,0.003361516,-0.000546381,-0.000546381,"Nobody wants to talk about GROWTH, which will be the primary reason that the Big, Beautiful Bill will be one of the most successful pieces of legislation ever passed. THIS GROWTH has already begun at levels never seen before. Trillions of Dollars are now being invested into the USA, more than ever before. Likewise, hundreds of Billions of Dollars in Tariffs are filling up the coffers of Treasury. The Tariff money has already arrived and is setting new records! We are growing our way out of the Sleepy Joe Biden MESS that he and the Democrats left us, and it is happening much faster than anyone thought possible. Our Country will make a fortune this year, more than any of our competitors, but only if the Big, Beautiful Bill is PASSED! As they say, Trumpâ€™s been right about everything, and this is the easiest of them all to predict. Republicans, donâ€™t let the Radical Left Democrats push you around. Weâ€™ve got all the cards, and we are going to use them. Last year America was a â€œDEADâ€  Nation, with no hope for the future, and now itâ€™s the â€œHOTTEST NATION IN THE WORLD!â€  MAKE AMERICA GREAT AGAIN!",,,,
1.15E+17,2025-07-01 11:40:27-04:00,2025-07-01 11:41:00-04:00,XLI,1,0.000457294,-0.000329648,-0.000329648,0.003336551,0.001365141,0.001365141,0.004369697,0.002552429,0.002552429,0.002963942,0.001203464,0.001203464,0.003709161,0.000715538,0.000715538,0.002320343,-0.000129723,-0.000129723,,,,0.001338008,-0.000134465,-0.000134465,0.000728283,-0.003904126,-0.003904126,0.01194045,-0.003722663,-0.003722663,-0.000524766,0.00101025,0.00101025,0.001917529,0.001227465,0.001227465,0.002036556,0.002636543,0.002636543,0.003160202,0.003666995,0.003666995,0.002427844,0.003162864,0.003162864,,,,,,,0.000559227,0.003175503,0.003175503,0.002853503,0.003356244,0.003356244,0.005809001,0.003572993,0.003572993,"â€œThe One Big Beautiful Bill Slashes Deficits, National Debt While Unleashing Economic Growthâ€  https://www.whitehouse.gov/fact-sheets/2025/06/fact-sheet-president-trump-is-delivering-historic-permitting-wins-across-the-federal-government/",,,,
1.15E+17,2025-06-29 17:39:19-04:00,2025-06-30 09:30:00-04:00,XLE,-1,,,,,,,,,,,,,,,,,,,,,,,,,-0.000765967,0.000447815,-0.000447815,0.01643884,0.01643749,-0.01643749,,,,,,,,,,,,,,,,,,,,,,-0.004866608,-0.008577027,0.008577027,-0.004866608,-0.008577027,0.008577027,-0.004866608,-0.008577027,0.008577027,"Secretary Chris Wright: â€œThe One Big Beautiful Bill gets rid of over a half of trillion dollars in subsidies that are paid for by American taxpayers, while at the same time reducing energy prices for all Americansâ€¦â€",,,,
1.15E+17,2025-06-29 17:12:46-04:00,2025-06-30 09:30:00-04:00,XLV,-1,,,,,,,,,,,,,,,,,,,,,,,,,0.006232971,0.007446754,-0.007446754,0.015290063,0.015288713,-0.015288713,,,,,,,,,,,,,,,,,,,,,,0.000149315,-0.003561104,0.003561104,0.000149315,-0.003561104,0.003561104,0.000149315,-0.003561104,0.003561104,"Sen. Markwayne Mullin on the One Big Beautiful Bill: ""What we're doing is cutting the waste, fraud, and abuse out of the Medicaid systemâ€”and make sure it's for the people that it was originally intended forâ€¦â€",,,,
1.15E+17,2025-06-27 18:09:15-04:00,2025-06-30 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010079119,0.001431545,0.001431545,0.010079119,0.001431545,0.001431545,0.021215178,0.004531719,0.004531719,"After many years of decline in our air traffic control system, the One Big Beautiful Bill will modernize this decrepit relic and give America the best, most advanced air traffic control system on Earthâ€”THE BEST BY FAR!",,,,
1.15E+17,2025-06-27 17:44:19-04:00,2025-06-30 09:30:00-04:00,XLK,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007866019,-0.000781555,0.000781555,0.007866019,-0.000781555,0.000781555,0.015021459,-0.001662,0.001662,"We have just been informed that Canada, a very difficult Country to TRADE with, including the fact that they have charged our Farmers as much as 400% Tariffs, for years, on Dairy Products, has just announced that they are putting a Digital Services Tax on our American Technology Companies, which is a direct and blatant attack on our Country. They are obviously copying the European Union, which has done the same thing, and is currently under discussion with us, also. Based on this egregious Tax, we are hereby terminating ALL discussions on Trade with Canada, effective immediately. We will let Canada know the Tariff that they will be paying to do business with the United States of America within the next seven day period. Thank you for your attention to this matter!",,,,
1.15E+17,2025-06-23 13:37:32-04:00,2025-06-23 13:38:00-04:00,XLE,1,-0.003166014,-0.003385924,-0.003385924,-0.008116509,-0.008337811,-0.008337811,-0.011483997,-0.011571683,-0.011571683,-0.010822012,-0.010521376,-0.010521376,-0.010131246,-0.010916241,-0.010916241,,,,,,,-0.024004145,-0.033090043,-0.033090043,-0.021528897,-0.034564823,-0.034564823,-0.024176836,-0.037215546,-0.037215546,0.002018804,-0.000118044,-0.000118044,-0.001207382,-0.008000838,-0.008000838,-0.007456078,-0.015597247,-0.015597247,-0.014298684,-0.024154418,-0.024154418,-0.012393405,-0.016064576,-0.016064576,-0.02434641,-0.030319443,-0.030319443,,,,-0.023633553,-0.031214857,-0.031214857,-0.023633553,-0.031214857,-0.031214857,-0.023633553,-0.031214857,-0.031214857,"To The Department of Energy: DRILL, BABY, DRILL!!! And I mean NOW!!!",,,,
1.15E+17,2025-06-23 13:35:04-04:00,2025-06-23 13:36:00-04:00,XLE,-1,-0.002706126,-0.003299063,0.003299063,-0.00808959,-0.008632419,0.008632419,-0.010709351,-0.011018346,0.011018346,-0.010910871,-0.010831534,0.010831534,-0.00929871,-0.010234047,0.010234047,,,,,,,-0.023779364,-0.032890544,0.032890544,-0.021418701,-0.034466089,0.034466089,-0.023433901,-0.036379348,0.036379348,0.001643646,-0.001497899,0.001497899,0.000710623,-0.006167662,0.006167662,-0.008675799,-0.015748851,0.015748851,-0.014096766,-0.023700152,0.023700152,-0.012283894,-0.016148685,0.016148685,-0.025145936,-0.03258332,0.03258332,,,,-0.023858367,-0.031414428,0.031414428,-0.023858367,-0.031414428,0.031414428,-0.023858367,-0.031414428,0.031414428,"EVERYONE, KEEP OIL PRICES DOWN. Iâ€™M WATCHING! YOUâ€™RE PLAYING RIGHT INTO THE HANDS OF THE ENEMY. DONâ€™T DO IT!",,,,
1.15E+17,2025-06-22 00:13:42-04:00,2025-06-23 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021605211,0.005701145,0.005701145,,,,,,,,,,,,,,,,,,,,,,-0.005354823,-0.006173817,-0.006173817,-0.005354823,-0.006173817,-0.006173817,-0.004130924,0.000219134,0.000219134,"I will be giving an Address to the Nation at 10:00 P.M., at the White House, regarding our very successful military operation in Iran. This is an HISTORIC MOMENT FOR THE UNITED STATES OF AMERICA, ISRAEL, AND THE WORLD. IRAN MUST NOW AGREE TO END THIS WAR. THANK YOU!",,,,
1.15E+17,2025-06-21 20:59:59-04:00,2025-06-23 09:30:00-04:00,XLY,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.027147012,0.011242946,0.011242946,,,,,,,,,,,,,,,,,,,,,,-0.000130555,-0.000949548,-0.000949548,-0.000130555,-0.000949548,-0.000949548,0.001200323,0.005550382,0.005550382,"WAGE GROWTH BEST IN 60 YEARS, BY FAR. MAGA!",,,,
1.15E+17,2025-06-19 23:58:49-04:00,2025-06-20 09:30:00-04:00,XLY,1,,,,,,,,,,,,,,,,,,,,,,-0.009639689,-0.003572347,-0.003572347,-0.008026533,-0.002053905,-0.002053905,-0.008026533,-0.002053905,-0.002053905,,,,,,,,,,,,,,,,,,,,,,0.009301515,0.007669197,0.007669197,0.009301515,0.007669197,0.007669197,0.00918158,0.008035328,0.008035328,â€œLowest Inflation In 4 Years.â€  Kevin Hassett,,,,
1.15E+17,2025-06-19 20:37:23-04:00,2025-06-20 09:30:00-04:00,XLB,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.018938094,-0.012965466,-0.012965466,-0.018938094,-0.012965466,-0.012965466,,,,,,,,,,,,,,,,,,,,,,0.004627102,0.002994783,0.002994783,0.004627102,0.002994783,0.002994783,0.001432418,0.000286167,0.000286167,â€œTrump Admin Moves To Bulldoze Biden-Era Mining Ruleâ€  https://dailycaller.com/2025/06/13/trump-admin-moves-to-bulldoze-biden-era-mining-rule/,,,,
1.15E+17,2025-06-19 17:28:00-04:00,2025-06-20 09:30:00-04:00,XLY,1,,,,,,,,,,,,,,,,,,,,,,,,,-0.008026533,-0.002053905,-0.002053905,-0.008026533,-0.002053905,-0.002053905,,,,,,,,,,,,,,,,,,,,,,0.009301515,0.007669197,0.007669197,0.009301515,0.007669197,0.007669197,0.00918158,0.008035328,0.008035328,"YOU EARNED IT, YOU KEEP ITâ€”NO TAX ON TIPS! https://www.whitehouse.gov/past-events/president-trump-gives-speech-on-no-tax-on-tips-policy-in-las-vegas/",,,,
1.15E+17,2025-06-19 03:57:00-04:00,2025-06-20 09:30:00-04:00,XLRE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009421586,-0.003448959,-0.003448959,,,,,,,,,,,,,,,,,,,,,,0.001732274,0.000217325,0.000217325,0.003790902,0.00264465,0.00264465,5.96E-05,0.007339707,0.007339707,"Too Lateâ€”Powell is the WORST. A real dummy, whoâ€™s costing America $Billions! â€œFannie, Freddie regulator: Powell should cut rates or quitâ€  https://www.nationalmortgagenews.com/news/fannie-mae-freddie-mac-regulator-to-powell-cut-or-quit",,,,
1.15E+17,2025-06-19 00:01:40-04:00,2025-06-20 09:30:00-04:00,XLK,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.009640889,-0.003668262,-0.003668262,,,,,,,,,,,,,,,,,,,,,,0.001190206,0.003558037,0.003558037,0.005486002,0.00433975,0.00433975,-0.002248824,0.005031249,0.005031249,"The Senate just passed an incredible Bill that is going to make America the UNDISPUTED Leader in Digital Assets â€” Nobody will do it better, it is pure GENIUS! Digital Assets are the future, and our Nation is going to own it. We are talking about MASSIVE Investment, and Big Innovation. The House will hopefully move LIGHTNING FAST, and pass a â€œcleanâ€  GENIUS Act. Get it to my desk, ASAP â€” NO DELAYS, NO ADD ONS. This is American Brilliance at its best, and we are going to show the World how to WIN with Digital Assets like never before!",,,,
1.15E+17,2025-06-18 21:25:58-04:00,2025-06-20 09:30:00-04:00,XLE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.011121811,0.017094439,0.017094439,,,,,,,,,,,,,,,,,,,,,,-0.004698453,-0.005844705,-0.005844705,-0.004698453,-0.005844705,-0.005844705,0.00495275,0.012232823,0.012232823,"EPA Administrator, Lee Zeldin: â€œRamping up domestic energy production is better for our economy, our environment, and our national security. President Trumpâ€™s One, Big, Beautiful Bill will help make this happen.â€",,,,
1.15E+17,2025-06-18 03:09:19-04:00,2025-06-18 09:30:00-04:00,XLY,1,,,,,,,,,,,,,,,,,,,,,,0.000154228,0.00093756,0.00093756,0.007541335,0.006852783,0.006852783,0.007541335,0.006852783,0.006852783,,,,,,,,,,,,,,,,,,,,,,0.001937524,0.001823217,0.001823217,-0.015338068,-0.007374926,-0.007374926,-0.00496978,-0.006357168,-0.006357168,Wow!!! U.S. Wage Growth BEST IN 60 YEARS!,,,,
1.15E+17,2025-06-16 22:30:27-04:00,2025-06-17 09:30:00-04:00,XLE,1,,,,,,,,,,,,,,,,,,,,,,0.006466917,0.004973468,0.004973468,0.003473497,0.007681803,0.007681803,-0.00296518,0.000557471,0.000557471,,,,,,,,,,,,,,,,,,,,,,0.011685047,0.017842764,0.017842764,0.004795415,-0.000823927,-0.000823927,0.004795415,-0.000823927,-0.000823927,"Iran should have signed the â€œdealâ€  I told them to sign. What a shame, and waste of human life. Simply stated, IRAN CAN NOT HAVE A NUCLEAR WEAPON. I said it over and over again! Everyone should immediately evacuate Tehran!",,,,
1.15E+17,2025-06-15 04:32:41-04:00,2025-06-16 09:30:00-04:00,XLI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001864729,-0.001581664,-0.001581664,,,,,,,,,,,,,,,,,,,,,,0.005608034,-0.000296044,-0.000296044,0.005608034,-0.000296044,-0.000296044,-0.002867271,0.002289958,0.002289958,"The U.S. had nothing to do with the attack on Iran, tonight. If we are attacked in any way, shape or form by Iran, the full strength and might of the U.S. Armed Forces will come down on you at levels never seen before. However, we can easily get a deal done between Iran and Israel, and end this bloody conflict!!!",,,,
